repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
reac-pw	tests/test_reac_headamp.c:114	frame[14] = 0x11; frame[15] = 0x22	HDR_COUNTER_OFF	yes	also 126
reac-pw	tests/test_reac_headamp.c:115	for (int i = 50; i < REAC_FRAME_BYTES - 2; i++)	AUDIO_OFFSET / DERIVED:END marker len 2	yes	
reac-pw	tests/test_reac_headamp.c:117	frame[REAC_FRAME_BYTES - 2] = 0xc2	END_MARKER_0	yes	also 118 (0xea), 127
reac-pw	tests/test_reac_headamp.c:128	frame[50]	AUDIO_OFFSET	yes	
reac-pw	tests/test_reac_headamp.c:135	memcmp(frame + 16, built + 16, 34)	TYPED_BLOCK_OFF / TYPED_BLOCK_LEN	yes	
reac-pw	tests/test_reac_headamp.c:141	stamp_headamp(frame, 0x00, 0x03, 0x00) == -1	DERIVED:HEADAMP_SWEEP_RECORDS_PER_CH (first invalid param)	derived	also 173
reac-pw	tests/test_reac_headamp.c:151	f[39] ^= 0xff	NEW:HEADAMP_REC_CKSUM_OFF=39	no	
reac-pw	tests/test_reac_headamp.c:163	f[34] == 0x01 && f[35] == 0x00	DT1_TAG_JOIN_GRANT ; NEW:DT1_TAG_OFF=34	yes	
reac-pw	tests/test_reac_headamp.c:166	f[34] == 0x03 && f[35] == 0x02	DT1_TAG_BOX_READY	yes	
reac-pw	tests/test_reac_headamp.c:169	f[34] == 0x05 && f[35] == 0x00	DT1_TAG_IDENTITY	yes	
reac-pw	tests/test_reac_headamp.c:176	REAC_HEADAMP_SENS, 0x38) == 0	HEADAMP_SENS_STEPS	yes	first out-of-range step
reac-pw	tests/test_reac_headamp.c:207	sens_cdb(0x00, 0) == -1000	HEADAMP_SENS_REF_CDB	yes	also 213
reac-pw	tests/test_reac_headamp.c:208	sens_cdb(0x37, 0) == -6500	DERIVED:SENS_REF_CDB-SENS_MAX*SENS_STEP_CDB	derived	0x37 = HEADAMP_SENS_MAX; also 214
reac-pw	tests/test_reac_headamp.c:209	sens_cdb(0x00, 1) == 1000	DERIVED:SENS_REF_CDB+PAD_CDB	derived	
reac-pw	tests/test_reac_headamp.c:210	sens_cdb(0x37, 1) == -4500	DERIVED:REF-55*STEP+PAD	derived	
reac-pw	tests/test_reac_headamp.c:211	sens_db(0x00, 0) == -10	DERIVED:SENS_REF_CDB/100	derived	also 212 (-65)
reac-pw	tests/test_reac_headamp.c:231	== 100	HEADAMP_SENS_STEP_CDB	yes	
reac-pw	tests/test_reac_headamp.c:255	sens_value(-99, 0) == 0x37	HEADAMP_SENS_MAX	yes	
reac-pw	tests/test_reac_headamp_live.c:37	& 0x37	HEADAMP_SENS_MAX	yes	used as mask to stay in range
reac-pw	tests/test_reac_headamp_prop.c:68	kv_int(&b, "", 0x38)	HEADAMP_SENS_STEPS	yes	out-of-range sens
reac-pw	tests/test_reac_headamp_state.c:61	FX_L4_HEADAMP[34]	TYPED_BLOCK_LEN	yes	bytes are captured wire (fixture data)
reac-pw	tests/test_reac_headamp_state.c:66	#define CTRL_OFF 16	TYPED_BLOCK_OFF	yes	local re-declaration of fact
reac-pw	tests/test_reac_headamp_state.c:155	frame[REAC_FRAME_BYTES - 2] == 0xc2 && ... == 0xea	END_MARKER_0/1	yes	
reac-pw	tests/test_reac_headamp_state.c:180	reac_headamp_cfg_decide(0, 16, 32)	NEW:MODEL_S1608_IN=16 / DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	strap 32 = 0x20; also 181, 191, 196, 248-282, 396
reac-pw	tests/test_reac_headamp_state.c:298	kv_int(&b, "", 0x38)	HEADAMP_SENS_STEPS	yes	
reac-pw	tests/test_reac_headamp_state.c:299	0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	also 303
reac-pw	tests/test_reac_headamp_state.c:423	reac_headamp_tx_arm_scene(&p.headamp, 32, 16)	DERIVED:2*HEADAMP_BASE_MULTIPLIER / MODEL_S1608_IN=16	derived	
reac-pw	tests/test_reac_headamp_tx.c:44	reac_headamp_tx_set(&t, 0, 0x03, 0) == -1	DERIVED:HEADAMP_SWEEP_RECORDS_PER_CH	derived	first invalid param
reac-pw	tests/test_reac_headamp_tx.c:46	REAC_HEADAMP_SENS, 0x38) == -1	HEADAMP_SENS_STEPS	yes	
reac-pw	tests/test_reac_headamp_tx.c:83	0x2f	DERIVED:HEADAMP_CH_SPAN-1	derived	also 91
reac-pw	tests/test_reac_headamp_tx.c:99	reac_headamp_tx_arm_scene(&rp, 0x00, 8)	NEW:MODEL_S0808_CH=8	no	also 129, 145, 198, 226, 288
reac-pw	tests/test_reac_headamp_tx.c:102	8 * 3 * REAC_HEADAMP_SWEEP_STRIDE	HEADAMP_SWEEP_RECORDS_PER_CH	yes	3 literal beside the NPARAMS macro; also 132, 151, 162, 200, 228, 255, 267, 290
reac-pw	tests/test_reac_headamp_tx.c:115	last_ch == 7	DERIVED:MODEL_S0808_CH-1	derived	
reac-pw	tests/test_reac_headamp_tx.c:139	records == 24	DERIVED:8*HEADAMP_SWEEP_RECORDS_PER_CH	derived	also 154, 203, 228, 231, 290, 293
reac-pw	tests/test_reac_headamp_tx.c:195	(uint32_t)8000 * REAC_HEADAMP_RESWEEP_SECONDS	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_hunt.c:31	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_hunt.c:40	build_box_hb(f, DESK, BOX, 0x11, 16)	NEW:MODEL_S1608_IN_CH=16	no	
reac-pw	tests/test_reac_hunt.c:50	(..., n_ch, NULL, 12)	SAMPLES_PER_PKT	yes	also 92
reac-pw	tests/test_reac_hunt.c:61	uint8_t f[50]	L2_HEADER_LEN	yes	header-only frame
reac-pw	tests/test_reac_hunt.c:65	f[12] = 0x88; f[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_hunt.c:66	f[16] = 0xcd; f[17] = 0xea	TYPE_CONTROL	yes	
reac-pw	tests/test_reac_hunt.c:67	f + 18	CTRL_BLOCK_OFF	yes	
reac-pw	tests/test_reac_hunt.c:69	block[1] = 0x03	SEG_SINGLE	yes	
reac-pw	tests/test_reac_hunt.c:80	build_headamp(..., 0x20, 0, 1)	DERIVED:2*HEADAMP_BASE_MULTIPLIER / HEADAMP_PARAM_PHANTOM	derived	also 93, 105
reac-pw	tests/test_reac_hunt.c:92	build_flood_filler(..., 32, NULL, 12)	NEW:MODEL_S4000S_IN=32	no	
reac-pw	tests/test_reac_hunt.c:164	box_flood(&h, BOX, 16, t0)	NEW:MODEL_S1608_IN_CH=16	no	also 286, 297
reac-pw	tests/test_reac_hunt.c:192	h.arb.rival_channels == 32	NEW:MODEL_S4000S_IN=32	no	also 319
reac-pw	tests/test_reac_hunt_captures.c:60	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	capture MACs (fixture data)
reac-pw	tests/test_reac_hunt_captures.c:185	rival_channels == 16	NEW:MODEL_S1608_IN_CH=16	no	also 204
reac-pw	tests/test_reac_hunt_captures.c:223	rival_channels == 40	MAX_CHANNELS	yes	M-200 desk width
reac-pw	tests/test_reac_hunt_captures.c:262	synth[12] = 0x88; synth[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_hunt_captures.c:263	synth[16] = 0xce; synth[17] = 0xea	NEW:TYPE_SPLIT_ANNOUNCE=0xceea	no	comment: the split device's own type word
reac-pw	tests/test_reac_lat.c:22	const int rate = 48000	NEW:RATE_48K=48000	no	
reac-pw	tests/test_reac_lat.c:27	(76 * 12)	SAMPLES_PER_PKT	yes	12 literal beside REAC_SAMPLES_PER_PKT on line 26
reac-pw	tests/test_reac_link_budget.c:19	reac_link_master_pps(96000) == 8000	NEW:RATE_96K / PKT_RATE_96K (DERIVED:/SAMPLES_PER_PKT)	no	
reac-pw	tests/test_reac_link_budget.c:20	reac_link_master_pps(48000) == 4000	NEW:RATE_48K / PKT_RATE_48K	no	
reac-pw	tests/test_reac_link_budget.c:21	reac_link_master_pps(44100) == 3675	NEW:RATE_44K1 / PKT_RATE_44K1	no	
reac-pw	tests/test_reac_link_budget.c:26	reac_link_master_pps(96000)	NEW:RATE_96K=96000	no	also 42 (48000)
reac-pw	tests/test_reac_link_budget.c:27	one == 97024	DERIVED:8000*(FRAME_BYTES+24)*8/1000	derived	24 = ethernet preamble+FCS+IFG (not REAC)
reac-pw	tests/test_reac_link_budget.c:29	reac_link_cost_kbit(8000, 0)	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_link_budget.c:43	half == 48512	DERIVED:4000*(FRAME_BYTES+24)*8/1000	derived	
reac-pw	tests/test_reac_mac.c:20	s1608 { 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_mac.c:55	out[0] == 0x00 && out[1] == 0x40 && out[2] == 0xab	NEW:ROLAND_OUI=00:40:ab	no	expects derived source MAC to carry Roland OUI
reac-pw	tests/test_reac_master.c:46	#define S1608_BASE 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	S-1608 head-amp base
reac-pw	tests/test_reac_master.c:58	GOLD_SUB01[34]	TYPED_BLOCK_LEN	yes	bytes captured (fixture data); also GOLD_SUB02 line 60
reac-pw	tests/test_reac_master.c:65	ZONEA_JOIN[32]	CTRL_BLOCK_LEN	yes	bytes captured (fixture data)
reac-pw	tests/test_reac_master.c:70	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_master.c:78	#define FPS 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_master.c:143	reac_master_set_box(m, 16, 8, S1608_BASE)	NEW:MODEL_S1608_IN_CH/OUT_CH=16/8	no	also 214, 291, 300, 326, 336, 538, 626, 855
reac-pw	tests/test_reac_master.c:177	m.chanmap_nframes == 49	CHANMAP_RING_LEN	yes	
reac-pw	tests/test_reac_master.c:184	memcmp(f + 16, M300_CHANMAP_FE, 34)	TYPED_BLOCK_OFF / TYPED_BLOCK_LEN	yes	also 312, 565
reac-pw	tests/test_reac_master.c:186	f[16] == 0xcd && f[17] == 0xea	TYPE_CONTROL	yes	also 311, 368, 833
reac-pw	tests/test_reac_master.c:187	f[18] == 0x01 && f[19] == 0x03	LINK_CONTROL / SEG_SINGLE	yes	
reac-pw	tests/test_reac_master.c:188	f[20] == 0x00 && f[21] == 0x19	LEN_SUB_CHANMAP	yes	
reac-pw	tests/test_reac_master.c:195	f[16] == 0xcf && f[17] == 0xea	TYPE_ANNOUNCE	yes	
reac-pw	tests/test_reac_master.c:199	34 - M300_CFEA_MAC_IDX - 6 - 1	TYPED_BLOCK_LEN	yes	
reac-pw	tests/test_reac_master.c:201	f[16 + 17] == 0x28 && f[16 + 18] == 0x08	MAX_CHANNELS ; NEW:ANNOUNCE_WIDTH_OFF=17, ANNOUNCE_BOX_WIDTH_OFF=18	yes	cfea width + enrolled box width
reac-pw	tests/test_reac_master.c:216	f[16 + 18] == 0x10	NEW:ANNOUNCE_BOX_WIDTH_OFF=18 / MODEL_S1608_IN=16	no	also 293
reac-pw	tests/test_reac_master.c:219	reac_master_set_box(&mw, 8, 8, S0808_BASE)	NEW:MODEL_S0808_CH=8	no	also 259, 330, 819
reac-pw	tests/test_reac_master.c:221	f[16 + 18] == 0x08	NEW:ANNOUNCE_BOX_WIDTH_OFF=18 / MODEL_S0808=8	no	also 261, 285
reac-pw	tests/test_reac_master.c:262	f[16 + 20] == 0x00 && f[16 + 21] == 0x00	NEW:ANNOUNCE_ENROLLED_OFF=20..21 (typed)	no	also 278-279, 286, 294
reac-pw	tests/test_reac_master.c:311	f[18] == 0x04 && f[19] == 0x03	LINK_RECORD / SEG_SINGLE	yes	
reac-pw	tests/test_reac_master.c:327	alloc.base == 0x20 && alloc.width == 16	DERIVED:2*HEADAMP_BASE_MULTIPLIER / MODEL_S1608_IN	derived	also 357, 856
reac-pw	tests/test_reac_master.c:328	grant_burst_len == 56	DERIVED:16*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	also 356, 539, 857
reac-pw	tests/test_reac_master.c:332	grant_burst_len == 32	DERIVED:8*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	also 822, 840
reac-pw	tests/test_reac_master.c:340	r[16]==0x12 && r[17]==0x12 && r[18]==0x01 && r[19]==0x01	NEW:DT1_CMD=0x12 / DT1_TAG_HEAD_AMP	no	typed-block offsets of DT1 cmd/tag; also 860
reac-pw	tests/test_reac_master.c:343	r[20]	NEW:HEADAMP_REC_CH_OFF (typed 20 = frame 36)	no	also 344, 861
reac-pw	tests/test_reac_master.c:346	groupa == 16 * 3	DERIVED:MODEL_S1608_IN*HEADAMP_SWEEP_RECORDS_PER_CH	derived	
reac-pw	tests/test_reac_master.c:352	enroll_before[34]	TYPED_BLOCK_LEN	yes	also 353, 358
reac-pw	tests/test_reac_master.c:369	f[18] == 0x01 && f[19] == 0x01	OP_SCENE_HEADER	yes	scene header
reac-pw	tests/test_reac_master.c:370	f[20] == 0x00 && f[21] == 0x18	DERIVED:SCENE_HEAD_BYTES (op_len 0x18)	derived	
reac-pw	tests/test_reac_master.c:371	f[23] == 0x22 && f[24] == 0xc8	SCENE_BYTES	yes	
reac-pw	tests/test_reac_master.c:372	memcmp(f + 25, ...)	DERIVED:CTRL_BLOCK_OFF+SCENE_HEAD_PAY_OFF	derived	
reac-pw	tests/test_reac_master.c:377	f[18] == 0x01 && f[19] == 0x02	OP_SCENE_FINAL	yes	
reac-pw	tests/test_reac_master.c:378	f[20] == 0x00 && f[21] == 0x0e	SCENE_TAIL_BYTES	yes	
reac-pw	tests/test_reac_master.c:379	memcmp(f + 23, ...)	DERIVED:CTRL_BLOCK_OFF+SCENE_CHUNK_PAY_OFF	derived	
reac-pw	tests/test_reac_master.c:386	blk[5] == 0xfe	CHANMAP_ID_IDENTITY / SEG_CONT_PAYLOAD_OFF	yes	
reac-pw	tests/test_reac_master.c:388	blk + 5 + (c + 1) * 3	SEG_CONT_PAYLOAD_OFF / CHANMAP_REC_BYTES	yes	
reac-pw	tests/test_reac_master.c:389	t[1] == 0x28	NEW:CHANMAP_FLAGS_M300_DEFAULT=0x28	no	flags value in M-300 golden window
reac-pw	tests/test_reac_master.c:396	int seen[0x30]	SLOT_SPACE	yes	also 402 (< 0x30)
reac-pw	tests/test_reac_master.c:399	f + 16 + 2	TYPED_BLOCK_OFF+2 = CTRL_BLOCK_OFF	yes	
reac-pw	tests/test_reac_master.c:400	s < 8	CHANMAP_RECS_PER_FRAME	yes	
reac-pw	tests/test_reac_master.c:401	blk[5 + s * 3]	SEG_CONT_PAYLOAD_OFF / CHANMAP_REC_BYTES	yes	
reac-pw	tests/test_reac_master.c:402	ch != 0xfe	CHANMAP_ID_IDENTITY	yes	
reac-pw	tests/test_reac_master.c:406	ch <= 0x2f	DERIVED:SLOT_SPACE-1	derived	
reac-pw	tests/test_reac_master.c:411	{ 48000, 40, 12 }	NEW:RATE_48K / MAX_CHANNELS / SAMPLES_PER_PKT	yes	mode literal
reac-pw	tests/test_reac_master.c:416	f[16] == 0x00 && f[17] == 0x00	TYPE_FILLER	yes	
reac-pw	tests/test_reac_master.c:429	for (int i = 18; i < 50; i += 2)	CTRL_BLOCK_OFF..CTRL_BLOCK_END	yes	
reac-pw	tests/test_reac_master.c:446	int cm_seen[49]	CHANMAP_RING_LEN	yes	also 470, 475, 586
reac-pw	tests/test_reac_master.c:480	51L * 341 ... 53L * 341	SCENE_CHUNKS	yes	
reac-pw	tests/test_reac_master.c:484	n_ann >= 138 && n_ann <= 141	NEW:ANNOUNCE_PERIOD_S=~1	no	cfea free-runs ~1/s (comment)
reac-pw	tests/test_reac_master.c:503	m.filler_desc == f[49]	CTRL_CKSUM_OFF	yes	
reac-pw	tests/test_reac_master.c:505	chunk == 31	DERIVED:SCENE_MAC_OFF chunk index	derived	MAC rides chunk 31
reac-pw	tests/test_reac_master.c:506	memcmp(f + 25, SRC, 6)	DERIVED:SCENE_MAC_OFF position in chunk	derived	
reac-pw	tests/test_reac_master.c:508	chunk == 32	DERIVED:SCENE_TAG_SYSP_OFF chunk index	derived	YAML: rides op-0100 chunk 32
reac-pw	tests/test_reac_master.c:509	f[39]..f[42] 'SYSP'	DERIVED:SCENE_TAG_SYSP_OFF in-chunk offset	derived	
reac-pw	tests/test_reac_master.c:511	chunk == 33	DERIVED:SCENE_TAG_SCEN_OFF chunk index	derived	
reac-pw	tests/test_reac_master.c:512	f[33]..f[36] 'SCEN'	DERIVED:SCENE_TAG_SCEN_OFF in-chunk offset	derived	
reac-pw	tests/test_reac_master.c:637	(FPS * 65) / 10	NEW:M200_SESSION_HOLD_S (~6.5 here)	no	M-200i hold ~6.5 s; conflicts with 7.148 s in courtship-backs-off.sh:115
reac-pw	tests/test_reac_master.c:720	48000 / 96000	NEW:RATE_48K / RATE_96K	no	lines 720-726 rate resolution
reac-pw	tests/test_reac_master.c:734	44100	NEW:RATE_44K1=44100	no	also 735
reac-pw	tests/test_reac_master.c:736	88200 -> 48000 clamped	NEW:RATE set {44100,48000,96000}	no	88200/32000 are illegal paces (737)
reac-pw	tests/test_reac_master.c:745	fps_m200_48k == 4000	NEW:PKT_RATE_48K=4000	no	also 763
reac-pw	tests/test_reac_master.c:746	fps_m5000_96k == 8000	NEW:PKT_RATE_96K=8000	no	also 763
reac-pw	tests/test_reac_master.c:835	f[32]==0x12 && f[33]==0x12 && f[34]==0x01 && f[35]==0x01	NEW:DT1_CMD=0x12 / DT1_TAG_HEAD_AMP	no	
reac-pw	tests/test_reac_master.c:837	f[36] <= 0x07	DERIVED:MODEL_S0808_CH-1	derived	
reac-pw	tests/test_reac_master.c:841	ga_records == 8 * 3	DERIVED:MODEL_S0808*HEADAMP_SWEEP_RECORDS_PER_CH	derived	
reac-pw	tests/test_reac_master.c:861	r[20] >= 0x20 && r[20] <= 0x2f	DERIVED:2*HEADAMP_BASE_MULTIPLIER .. HEADAMP_CH_SPAN-1	derived	
reac-pw	tests/test_reac_master_no_enroll.c:36	ZONEA_JOIN[32]	CTRL_BLOCK_LEN	yes	bytes captured (fixture data)
reac-pw	tests/test_reac_master_no_enroll.c:40	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_master_no_enroll.c:43	#define FPS 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_master_no_enroll.c:49	#define S1608_BASE 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	
reac-pw	tests/test_reac_master_no_enroll.c:98	reac_master_set_box(&m, 16, 8, S1608_BASE)	NEW:MODEL_S1608_IN_CH/OUT_CH	no	
reac-pw	tests/test_reac_master_no_enroll.c:104	grant_burst_len == 56	DERIVED:16*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	
reac-pw	tests/test_reac_node_ensure.c:37	8 / 16 widths	NEW:MODEL_S0808_CH / MODEL_S1608_IN	no	lines 37-90 node widths
reac-pw	tests/test_reac_ohrca_chanmap.c:33	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_ohrca_chanmap.c:34	#define FPS 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_ohrca_chanmap.c:37	#define SLOT(blk, s) ((blk) + 7 + (s) * 3)	DERIVED:2+SEG_CONT_PAYLOAD_OFF / CHANMAP_REC_BYTES	derived	typed offset of chanmap records
reac-pw	tests/test_reac_ohrca_chanmap.c:43	s < 8	CHANMAP_RECS_PER_FRAME	yes	also 85
reac-pw	tests/test_reac_ohrca_chanmap.c:45	t[0] == 0xfe	CHANMAP_ID_IDENTITY	yes	also 87
reac-pw	tests/test_reac_ohrca_chanmap.c:81	i < 34	TYPED_BLOCK_LEN	yes	
reac-pw	tests/test_reac_ohrca_chanmap.c:87	i == (7 + s * 3 + 1)	DERIVED:2+SEG_CONT_PAYLOAD_OFF / CHANMAP_REC_BYTES	derived	
reac-pw	tests/test_reac_ohrca_chanmap.c:95	i == 33	DERIVED:CTRL_CKSUM_OFF-TYPED_BLOCK_OFF	derived	
reac-pw	tests/test_reac_pacer.c:35	reac_pacer_period_ns(8000) == 125000	NEW:PKT_RATE_96K / DERIVED period	no	
reac-pw	tests/test_reac_pacer.c:36	reac_pacer_period_ns(4000) == 250000	NEW:PKT_RATE_48K / DERIVED period	no	
reac-pw	tests/test_reac_pacer.c:37	reac_pacer_period_ns(3675) == 272109	NEW:PKT_RATE_44K1 / DERIVED period	no	
reac-pw	tests/test_reac_pacer.c:49	in[14]	HDR_COUNTER_OFF	yes	also 54, 60
reac-pw	tests/test_reac_pacer.c:111	pg.fps = 4000	NEW:PKT_RATE_48K=4000	no	also 112
reac-pw	tests/test_reac_pacer.c:150	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data); also 306, 374, 413
reac-pw	tests/test_reac_pacer.c:155	p3.fps = 8000	NEW:PKT_RATE_96K=8000	no	also 158, 311, 314, 379, 382, 506, 520
reac-pw	tests/test_reac_pacer.c:165	build_upstream_filler(..., 16, NULL, 12)	NEW:MODEL_S1608_IN_CH=16 / SAMPLES_PER_PKT	no	also 171, 176, 288
reac-pw	tests/test_reac_pacer.c:177	uint8_t join_blk[32]	CTRL_BLOCK_LEN	yes	also 178 (bf + 18, 32), 233
reac-pw	tests/test_reac_pacer.c:210	build_config_announce(..., 16)	NEW:MODEL_S1608_IN_CH=16	no	also 213, 254, 263, 271
reac-pw	tests/test_reac_pacer.c:218	alloc.base == 0x20 && alloc.width == 16	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	also 274
reac-pw	tests/test_reac_pacer.c:219	grant_burst_len == 56	DERIVED:16*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	
reac-pw	tests/test_reac_pacer.c:222	r[16]==0x12 && r[17]==0x12 && r[18]==0x01 && r[19]==0x01	NEW:DT1_CMD=0x12 / DT1_TAG_HEAD_AMP	no	
reac-pw	tests/test_reac_pacer.c:224	r[20] >= 0x20 && r[20] <= 0x2f	DERIVED:2*HEADAMP_BASE_MULTIPLIER .. HEADAMP_CH_SPAN-1	derived	
reac-pw	tests/test_reac_pacer.c:264	bf[22] = 0x00	DERIVED:CTRL_BLOCK_OFF+SUB_0103_OFF	derived	
reac-pw	tests/test_reac_pacer.c:328	(FR)[12]=0x88; (FR)[13]=0x19; (FR)[16]=0xcd; (FR)[17]=0xea	ETHERTYPE / TYPE_CONTROL	yes	BUILD_ID_REPLY macro duplicates test_reac_box_identity.c builder
reac-pw	tests/test_reac_pacer.c:329	(FR) + 18 ; 13 + _n	CTRL_BLOCK_OFF ; NEW:DT1_SYSEX_OVERHEAD=13	no	
reac-pw	tests/test_reac_pacer.c:330	_b[0]=0x04; _b[1]=0x03; _b[3]=_sx+5	LINK_RECORD / SEG_SINGLE	yes	
reac-pw	tests/test_reac_pacer.c:331	_b[5]=0x02; _b[7]=0xfe	NEW:DT1_CONTAINER_HDR	no	
reac-pw	tests/test_reac_pacer.c:332	0xf0, 0x41, 0x0a, 0x12, 0x12	NEW:SYSEX_START / ROLAND_ID / DEVICE_ID / DT1_CMD	no	
reac-pw	tests/test_reac_pacer.c:333	_b[16]=0x05; _b[17]=0x00	DT1_TAG_IDENTITY ; NEW:DT1_TAG_OFF_IN_BLOCK=16	yes	
reac-pw	tests/test_reac_pacer.c:334	_b[18], _b[19]	NEW:DT1_ADDR_LO_OFF_IN_BLOCK=18	no	
reac-pw	tests/test_reac_pacer.c:335	_b[20 + _i]	NEW:DT1_PAYLOAD_OFF_IN_BLOCK=20	no	
reac-pw	tests/test_reac_pacer.c:336	0x7f ; 0xf7	NEW:SYSEX_EOX=0xf7	no	
reac-pw	tests/test_reac_pacer.c:389	build_config_announce(..., 32)	NEW:MODEL_S4000S_IN=32	no	also 398
reac-pw	tests/test_reac_pacer.c:391	bf[18 + 26] ^= 0x5a	CTRL_BLOCK_OFF	yes	corrupts block[26]
reac-pw	tests/test_reac_pacer.c:399	announce_blk[18] == 32	NEW:ANNOUNCE_BOX_WIDTH_OFF=18 (typed)	no	
reac-pw	tests/test_reac_pacer.c:410	reac_pace_code(3675) == 2	NEW:PACE_CODE_44K1=2	no	YAML SCENE_REVISION_OFF prose: 0=48k 1=96k 2=44.1k
reac-pw	tests/test_reac_pacer.c:411	reac_pace_code(4000) == 0	NEW:PACE_CODE_48K=0	no	
reac-pw	tests/test_reac_pacer.c:412	reac_pace_code(8000) == 1	NEW:PACE_CODE_96K=1	no	
reac-pw	tests/test_reac_pacer.c:414	.out_channels = 16	NEW:MODEL_S1608_IN_CH=16	no	
reac-pw	tests/test_reac_pacer.c:416	reac_master_init(&m, OUR, &cfg, 3675)	NEW:PKT_RATE_44K1=3675	no	
reac-pw	tests/test_reac_pacer.c:417	m.announce_blk[19] == 2	NEW:ANNOUNCE_CONSOLE_FIELD_OFF=19 / PACE_CODE_44K1=2	no	cfea[19]
reac-pw	tests/test_reac_pacer_clock.c:36	#define NOMINAL_NS 125000L	NEW:PKT_PERIOD_96K_NS=125000	no	comment: 96 kHz = 8000 fps
reac-pw	tests/test_reac_pacer_clock.c:43	p->fps = 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_pacer_clock.c:141	slot_period_ns == 124998L	DERIVED:PKT_PERIOD_96K_NS/ppm	derived	also 229 (125003)
reac-pw	tests/test_reac_pace_watch.c:47	reac_pace_watch_init(&ok, 48000)	NEW:RATE_48K=48000	no	also 49, 58
reac-pw	tests/test_reac_pace_watch.c:48	run_seconds(&ok, &now, 4000, 30)	NEW:PKT_RATE_48K=4000	no	also 56, 63
reac-pw	tests/test_reac_pace_watch.c:55	reac_pace_watch_init(&bad, 96000)	NEW:RATE_96K=96000	no	also 59
reac-pw	tests/test_reac_pace_watch.c:70	run_seconds(&bad, &now, 8000, 20)	NEW:PKT_RATE_96K=8000	no	also 71 (96000)
reac-pw	tests/test_reac_pace_watch.c:78	reac_pace_watch_init(&seam, 48000)	NEW:RATE_48K=48000	no	also 92, 94, 99, 107, 109, 114, 126
reac-pw	tests/test_reac_pace_watch.c:80	now += SEC / 4000	NEW:PKT_RATE_48K=4000	no	also 85, 93, 108
reac-pw	tests/test_reac_pace_watch.c:119	reac_pace_watch_init(&f44, 44100)	NEW:RATE_44K1=44100	no	also 121
reac-pw	tests/test_reac_pace_watch.c:120	run_seconds(&f44, &now, 3675, 20)	NEW:PKT_RATE_44K1=3675	no	
reac-pw	tests/test_reac_qdisc.c:111	reac_qdisc_etf_catchup_slots(2500, 8000)	NEW:PKT_RATE_96K=8000	no	also 113, 125, 131, 133, 134, 136
reac-pw	tests/test_reac_qdisc.c:114	(2500, 4000)	NEW:PKT_RATE_48K=4000	no	also 116
reac-pw	tests/test_reac_qdisc.c:117	(2500, 3675)	NEW:PKT_RATE_44K1=3675	no	also 119
reac-pw	tests/test_reac_rate_cfg.c:51	44100 / 48000 / 96000	NEW:RATE_44K1 / RATE_48K / RATE_96K	no	closed rate set, lines 51-58
reac-pw	tests/test_reac_rate_cfg.c:66	== 96000	NEW:RATE_96K=96000	no	also 106, 180, 355, 366, 416, 463, 464, 467, 546
reac-pw	tests/test_reac_rate_cfg.c:70	== 48000	NEW:RATE_48K=48000	no	also 112, 118, 161, 166, 418, 519
reac-pw	tests/test_reac_rate_cfg.c:71	== 44100	NEW:RATE_44K1=44100	no	
