repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
libreac	tests/test_box_table.c:206	40	REAC_MAX_CHANNELS	yes	
libreac	tests/test_box_table.c:213	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	also 214
libreac	tests/test_box_table.c:217	40	REAC_MAX_CHANNELS	yes	
libreac	tests/test_box_table.c:220	40	REAC_MAX_CHANNELS	yes	
libreac	tests/test_box_table.c:222	frame + 18, 32	REAC_CTRL_BLOCK_OFF / REAC_CTRL_BLOCK_LEN	yes	also 235
libreac	tests/test_box_table.c:227	frame + 18 + 21	DERIVED:REAC_CTRL_BLOCK_OFF+NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES+1	derived	name after name_kind
libreac	tests/test_box_table.c:242	16	NEW:REAC_S1608_CHANNELS	no	
libreac	tests/test_braid.c:45	size_t pos[3]; i < 3	REAC_RESOLUTION	yes	bytes per sample
libreac	tests/test_braid.c:62	3 / 0 / 1	NEW:REAC_BRAID_EVEN_BYTE_MAP	no	even ch lo,mid,hi at group[3,0,1]; obs-h8819 convert_to_pcm24lep, reac_braid.h
libreac	tests/test_braid.c:64	4 / 5 / 2	NEW:REAC_BRAID_ODD_BYTE_MAP	no	odd ch lo,mid,hi at group[4,5,2]
libreac	tests/test_braid.c:66	2 * 3 + 3 ...	DERIVED:pair group stride 2*REAC_RESOLUTION + BRAID map	derived	next pair group
libreac	tests/test_braid.c:68	16 * 3 + 3 ...	DERIVED:n_ch*REAC_RESOLUTION + BRAID map	derived	sample stride
libreac	tests/test_braid.c:69	40	REAC_MAX_CHANNELS	yes	downstream width spot check
libreac	tests/test_braid.c:70	(2 * 40 + 6) * 3 + 4	DERIVED:(s*REAC_MAX_CHANNELS+ch&~1)*REAC_RESOLUTION+BRAID_ODD[0]	derived	40 and 3 restated
libreac	tests/test_braid.c:74	-8388608 / 8388607	DERIVED:+-2^(8*REAC_RESOLUTION-1)	derived	s24 range
libreac	tests/test_braid.c:86	0xFF 0xFF 0x7F	DERIVED:s24 max	derived	24-bit rail
libreac	tests/test_braid.c:88	0x00 0x00 0x80	DERIVED:s24 min	derived	24-bit rail
libreac	tests/test_braid.c:92	1206 / 1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL(+2)	derived	S-4000S trailered/clean
libreac	tests/test_braid.c:93	630 / 628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL(+2)	derived	S-1608 trailered/clean
libreac	tests/test_braid.c:94	1492	REAC_FRAME_BYTES	yes	clean downstream literal
libreac	tests/test_braid.c:95	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_braid.c:96	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_braid.c:97	629	DERIVED:628+1	derived	non-trailer probe
libreac	tests/test_braid.c:99	53	DERIVED:REAC_FRAME_OVERHEAD+1	derived	short-length probe
libreac	tests/test_braid.c:105	1206	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL+2	derived	unstripped probe
libreac	tests/test_braid.c:106	1204 / 32	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL; NEW:REAC_S4000S_CHANNELS	derived	
libreac	tests/test_braid.c:107	630	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL+2	derived	unstripped probe
libreac	tests/test_braid.c:108	628 / 16	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL; NEW:REAC_S1608_CHANNELS	derived	
libreac	tests/test_braid.c:109	342	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL+2	derived	unstripped probe
libreac	tests/test_braid.c:110	340 / 8	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL; NEW:REAC_S0808_CHANNELS	derived	
libreac	tests/test_capture.c:35	#define FRAME_LEN 340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	S-0808 upstream shape, hand-written macro
libreac	tests/test_capture.c:41	f[12] = 0x88; f[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_capture.c:42	f[14], f[15]	REAC_HDR_COUNTER_OFF	yes	LE counter
libreac	tests/test_capture.c:43	f[FRAME_LEN - 2] = 0xC2; f[FRAME_LEN - 1] = 0xEA	REAC_END_MARKER_0 / REAC_END_MARKER_1	yes	end marker literals, macros exist
libreac	tests/test_capture.c:160	FRAME_LEN + 4	NEW:ETH_VLAN_TAG_LEN (IEEE 802.1Q)	no	Ethernet, not REAC; REAC is carried tagged on trunks
libreac	tests/test_capture.c:162	0x81 0x00	NEW:ETH_P_8021Q (IEEE 802.1Q TPID)	no	Ethernet, not REAC; no YAML fact for tagged REAC framing
libreac	tests/test_ctrl.c:32	win[34]	REAC_TYPED_BLOCK_LEN	yes	[16:50] window length
libreac	tests/test_ctrl.c:35	f[12] = 0x88; f[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_ctrl.c:36	f + 16, 34	REAC_TYPED_BLOCK_OFF / REAC_TYPED_BLOCK_LEN	yes	window placement
libreac	tests/test_ctrl.c:39	win[34]	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:85	0x0018	REAC_SEG_FIRST_MAX (=REAC_SCENE_HEAD_BYTES)	yes	bulk FIRST length
libreac	tests/test_ctrl.c:87	0x001a	REAC_SEG_CONT_MAX (=REAC_SCENE_CHUNK_BYTES)	yes	bulk MIDDLE length
libreac	tests/test_ctrl.c:89	0x000e	REAC_SCENE_TAIL_BYTES	yes	bulk LAST length
libreac	tests/test_ctrl.c:92	0x0019	REAC_LEN_SUB_CHANMAP	yes	slot-map record length
libreac	tests/test_ctrl.c:109	shortened[34]	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:111	shortened[2 + 2], [2 + 3]	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+REAC_HDR_LEN_OFF	derived	window->block offset 2 plus length field
libreac	tests/test_ctrl.c:123	f[34 + 2]	DERIVED:REAC_CTRL_BLOCK_OFF+NEW:REAC_DT1_TAG_OFF	no	34 = frame offset of block[16], DT1 TAG
libreac	tests/test_ctrl.c:142	forged[34]	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:145	i = 18; i < 24	DERIVED:2+NEW:REAC_DT1_TAG_OFF	no	window[18]=block[16] TAG; six record bytes
libreac	tests/test_ctrl.c:147	256 / 0x80	REAC_CTRL_RECORD_SUM	yes	record checksum target
libreac	tests/test_ctrl.c:148	0x80 - six % 256	REAC_CTRL_RECORD_SUM	yes	record checksum target
libreac	tests/test_ctrl.c:156	f + 34	DERIVED:REAC_CTRL_BLOCK_OFF+NEW:REAC_DT1_TAG_OFF	no	record start in frame
libreac	tests/test_ctrl.c:171	i = 18; i < 33	DERIVED:2+NEW:REAC_DT1_TAG_OFF .. 2+REAC_CTRL_CKSUM_OFF_IN_BLOCK	derived	TAG through byte before outer cksum
libreac	tests/test_ctrl.c:174	2 + 9 ; i < 34	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+9 / REAC_TYPED_BLOCK_LEN	derived	last-fragment payload scan start
libreac	tests/test_ctrl.c:175	0xf7	NEW:REAC_SYSEX_EOX	no	Roland SysEx terminator closing a DT1 record; reac_ctrlblk.h DT1 docs
libreac	tests/test_ctrl.c:176	2 + 9	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+9	derived	
libreac	tests/test_ctrl.c:177	2 + 9	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+9	derived	
libreac	tests/test_ctrl.c:180	128 - sum % 128	REAC_CTRL_RECORD_SUM	yes	Roland DT1 checksum modulus
libreac	tests/test_ctrl.c:185	i = 18; i < 33	DERIVED:2+NEW:REAC_DT1_TAG_OFF .. 2+REAC_CTRL_CKSUM_OFF_IN_BLOCK	derived	
libreac	tests/test_ctrl.c:187	128	REAC_CTRL_RECORD_SUM	yes	
libreac	tests/test_ctrl.c:194	in_ch == 16, out_ch == 8	NEW:REAC_S1608_CHANNELS / NEW:REAC_S1608_OUT_CHANNELS	no	S-1608 16 in / 8 out from ports table
libreac	tests/test_ctrl.c:197	in_ch == 8, out_ch == 8	NEW:REAC_S0808_CHANNELS / NEW:REAC_S0808_OUT_CHANNELS	no	S-0808 8 in / 8 out
libreac	tests/test_ctrl.c:211	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	source MAC OUI
libreac	tests/test_ctrl.c:213	8	NEW:REAC_S0808_CHANNELS	no	identity record sent by 8-in model
libreac	tests/test_ctrl.c:214	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_ctrl.c:216	a + 16, 34	REAC_TYPED_BLOCK_OFF / REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:217	b + 16, 34	REAC_TYPED_BLOCK_OFF / REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:223	16	NEW:REAC_S1608_CHANNELS	no	model width selects matrix row
libreac	tests/test_ctrl.c:224	16	NEW:REAC_S1608_CHANNELS	no	
libreac	tests/test_ctrl.c:225	32	NEW:REAC_S4000S_CHANNELS	no	
libreac	tests/test_ctrl.c:226	32	NEW:REAC_S4000S_CHANNELS	no	
libreac	tests/test_ctrl.c:244	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	captured MAC
libreac	tests/test_ctrl.c:245	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	captured MAC
libreac	tests/test_ctrl.c:248	8	NEW:REAC_S0808_CHANNELS	no	n_ch
libreac	tests/test_ctrl.c:249	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	expected frame length
libreac	tests/test_ctrl.c:250	i < 34	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:251	f[16 + i]	REAC_TYPED_BLOCK_OFF	yes	
libreac	tests/test_ctrl.c:252	"cdea0403..."	fixture data	-	captured hex expectation (fixture), not itemised
libreac	tests/test_ctrl.c:254	+ 16, 7	DERIVED:REAC_CTRL_BLOCK_OFF+NEW:REAC_DT1_TAG_OFF	no	record span in block
libreac	tests/test_ctrl.c:259	8 / 340	NEW:REAC_S0808_CHANNELS; DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_ctrl.c:260	+ 16, 34	REAC_TYPED_BLOCK_OFF / REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:265	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_ctrl.c:266	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_ctrl.c:267	i < 34	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:268	f[16 + i]	REAC_TYPED_BLOCK_OFF	yes	
libreac	tests/test_ctrl.c:276	16	NEW:REAC_S1608_CHANNELS	no	
libreac	tests/test_ctrl.c:277	628	DERIVED:REAC_FRAME_OVERHEAD+16*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_ctrl.c:278	i < 34	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_ctrl.c:279	f[16 + i]	REAC_TYPED_BLOCK_OFF	yes	
libreac	tests/test_decode.c:56	8388608.0f	DERIVED:2^(8*REAC_RESOLUTION-1)	derived	S24_SCALE
libreac	tests/test_decode.c:58	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	source MAC OUI
libreac	tests/test_decode.c:61	* 3	REAC_RESOLUTION	yes	pcm buffer size
libreac	tests/test_decode.c:68	* 3	REAC_RESOLUTION	yes	s24 stride
libreac	tests/test_decode.c:70	0x00800000 / 0x00FFFFFF	DERIVED:REAC_RESOLUTION*8 bit sign-extension	derived	24-bit sign extend
libreac	tests/test_decode.c:100	8, 32	NEW:REAC_S0808_CHANNELS / NEW:REAC_S4000S_CHANNELS	no	corpus source widths
libreac	tests/test_decode.c:210	* 3	REAC_RESOLUTION	yes	s24 stride; line above uses the macro
libreac	tests/test_decode.c:211	3	REAC_RESOLUTION	yes	memcmp width
libreac	tests/test_decode.c:227	48000	NEW:REAC_RATE_48K	no	mode literal
libreac	tests/test_decode.c:228	48000	NEW:REAC_RATE_48K	no	mode literal
libreac	tests/test_decode.c:229	48000	NEW:REAC_RATE_48K	no	mode literal
libreac	tests/test_decode.c:230	48000	NEW:REAC_RATE_48K	no	mode literal
libreac	tests/test_decode.c:237	bad[12]	DERIVED:REAC_HDR_COUNTER_OFF-2 (ethertype offset)	derived	ethertype byte offset 12
libreac	tests/test_decode.c:240	0x88	REAC_ETHERTYPE	yes	ethertype high byte restored
libreac	tests/test_encode.c:103	8, 16, 32, 40	REAC_MAX_CHANNELS (+NEW model widths 8/16/32)	yes	golden corpus channel set
libreac	tests/test_encode.c:117	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	Roland MAC OUI 00:40:ab on every captured box/desk
libreac	tests/test_encode.c:130	* 3	REAC_RESOLUTION	yes	bytes per sample
libreac	tests/test_encode.c:132	0x00800000 / 0x00FFFFFF	DERIVED:REAC_RESOLUTION*8 bit sign-extension	derived	24-bit sign extend
libreac	tests/test_encode.c:154	* 3	REAC_RESOLUTION	yes	buffer size (REAC_RESOLUTION exists)
libreac	tests/test_encode.c:167	frame[12] = 0x88; frame[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_encode.c:168	len - 2	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end-marker position (2 bytes)
libreac	tests/test_encode.c:169	len - 1	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end-marker position
libreac	tests/test_encode.c:177	8388608.0f	DERIVED:2^(8*REAC_RESOLUTION-1)	derived	s24 full scale
libreac	tests/test_encode.c:247	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	source MAC OUI
libreac	tests/test_encode.c:260	0x88 / 0x19	REAC_ETHERTYPE	yes	ethertype expectation
libreac	tests/test_encode.c:263	f[16], f[17] == 0x00	REAC_TYPED_BLOCK_OFF / REAC_TYPE_FILLER	yes	type word offset + filler type
libreac	tests/test_encode.c:264	18	REAC_CTRL_BLOCK_OFF	yes	control block start
libreac	tests/test_encode.c:266	- 2	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end-marker position
libreac	tests/test_encode.c:267	- 1	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end-marker position
libreac	tests/test_identity.c:24	FW_S0808[4] (+FW_S1608/FW_S4000S)	NEW:REAC_IDENTITY_FW_BYTES	no	firmware reply = 4 decimal-digit bytes; YAML prose of IDENTITY_ADDR_FIRMWARE_VERSION only
libreac	tests/test_identity.c:30	NAME_S0808[11]	fixture data	-	captured name body (fixture); NAME_FIELD_BYTES=16 is the declared width
libreac	tests/test_identity.c:36	VER_S0808[8] (+VER_S1608/VER_S4000S)	NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	8 bytes = four u16be; YAML prose of IDENTITY_ADDR_REAC_VERSION; libreac REAC_IDENTITY_REAC_VER_LEN 8u
libreac	tests/test_identity.c:54	frame[12] = 0x88; frame[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_identity.c:55	frame[16]=0xcd; frame[17]=0xea	REAC_TYPED_BLOCK_OFF / REAC_TYPE_CONTROL	yes	type word hand-written
libreac	tests/test_identity.c:57	13 + plen	NEW:REAC_DT1_SYSEX_OVERHEAD	no	f0 41 0a 00 00 12 12 tag addr_lo .. cksum f7 framing bytes
libreac	tests/test_identity.c:58	b[0] = 0x04	REAC_HDR_LINK_OFF / REAC_LINK_RECORD	yes	link 4
libreac	tests/test_identity.c:59	b[2], b[3], + 5	REAC_HDR_LEN_OFF / DERIVED:REAC_CTRL_RECLEN_BASE+..	derived	length field; +5 is container prefix
libreac	tests/test_identity.c:60	b[4] = 0x00	REAC_SUB_0403_OFF / REAC_SUB_0403_DT1_RECORD	yes	DT1 record discriminator
libreac	tests/test_identity.c:61	b[8]	NEW:REAC_DT1_SYSEX_LEN_OFF	no	block[8] = SysEx length
libreac	tests/test_identity.c:62	b[9] = 0xf0	NEW:REAC_SYSEX_SOX / NEW:REAC_DT1_SYSEX_OFF(9)	no	SysEx start at block[9]
libreac	tests/test_identity.c:63	b[14] = 0x12	NEW:REAC_DT1_MODEL_LO	no	libreac REAC_DT1_MODEL_LO hand-written in reac_ctrlblk.h:108
libreac	tests/test_identity.c:64	b[16]=0x05; b[17]=0x00	REAC_DT1_TAG_IDENTITY at NEW:REAC_DT1_TAG_OFF(16)	yes	tag 0x0500; offset undeclared
libreac	tests/test_identity.c:65	b[18], b[19]	DERIVED:NEW:REAC_DT1_TAG_OFF+2 / REAC_IDENTITY_ADDR_LO_BYTES	derived	addr_lo position
libreac	tests/test_identity.c:67	b[20 + i]	DERIVED:NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES	derived	payload start
libreac	tests/test_identity.c:68	b[20 + plen]	DERIVED:NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES	derived	record checksum position
libreac	tests/test_identity.c:69	0xf7 / 21 + plen	NEW:REAC_SYSEX_EOX	no	SysEx terminator
libreac	tests/test_identity.c:116	4	NEW:REAC_IDENTITY_FW_BYTES	no	payload length
libreac	tests/test_identity.c:124	8	NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	payload length (also 125)
libreac	tests/test_identity.c:134	4	NEW:REAC_IDENTITY_FW_BYTES	no	
libreac	tests/test_identity.c:137	8	NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	also 138
libreac	tests/test_identity.c:147	4	NEW:REAC_IDENTITY_FW_BYTES	no	
libreac	tests/test_identity.c:150	8	NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	also 151
libreac	tests/test_identity.c:171	bad_fw[4]	NEW:REAC_IDENTITY_FW_BYTES	no	also 172
libreac	tests/test_identity.c:176	3	DERIVED:NEW:REAC_IDENTITY_FW_BYTES-1	no	short-reply probe
libreac	tests/test_identity.c:185	7	DERIVED:NEW:REAC_IDENTITY_REAC_VERSION_BYTES-1	no	short-block probe
libreac	tests/test_identity.c:189	4	NEW:REAC_IDENTITY_FW_BYTES	no	also 190, 204, 205
libreac	tests/test_identity.c:217	4	NEW:REAC_IDENTITY_FW_BYTES	no	also 219
libreac	tests/test_identity.c:225	8	NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	also 227, 229
libreac	tests/test_identity.c:232	4	NEW:REAC_IDENTITY_FW_BYTES	no	
libreac	tests/test_identity.c:233	REAC_CTRL_BLOCK_OFF + 15	NEW:REAC_DT1_CMD_OFF	no	block[15] DT1 command; reac_ctrlblk.h:104 comment
libreac	tests/test_identity.c:238	frame[12] = 0x88; frame[13] = 0x19	REAC_ETHERTYPE	yes	
libreac	tests/test_identity.c:255	4 / 8	NEW:REAC_IDENTITY_FW_BYTES / NEW:REAC_IDENTITY_REAC_VERSION_BYTES	no	also 256, 266, 267
libreac	tests/test_link.c:23	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	also 24
libreac	tests/test_link.c:31	WANT[3] hex strings	fixture data	-	captured burst goldens (box-to-box 2026-09-09); not itemised
libreac	tests/test_link.c:37	8	NEW:REAC_S0808_CHANNELS	no	joiner width
libreac	tests/test_link.c:38	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_link.c:41	f[16 + i]	REAC_TYPED_BLOCK_OFF	yes	
libreac	tests/test_link.c:46	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_link.c:49	8 / 340	NEW:REAC_S0808_CHANNELS; DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_link.c:50	i < 34; f[16 + i]	REAC_TYPED_BLOCK_LEN / REAC_TYPED_BLOCK_OFF	yes	
libreac	tests/test_link.c:51	"cdea0103...0052"	fixture data	-	captured config-announce golden
libreac	tests/test_link.c:60	i < 16	DERIVED:REAC_CTRL_BLOCK_LEN/2	derived	descriptor u16 words
libreac	tests/test_link.c:61	0x00	NEW:REAC_FILLER_DESC_REQUESTING (hi byte)	no	filler descriptor word 0x0052; reac_link.h:58 (granted S-0808 replay)
libreac	tests/test_link.c:62	0x52	NEW:REAC_FILLER_DESC_REQUESTING	no	libreac enum REAC_LINK_DESC_REQUESTING=0x52 (reac_link.h:63) hand-written
libreac	tests/test_link.c:65	i < 32	REAC_CTRL_BLOCK_LEN	yes	
libreac	tests/test_link.c:73	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	
libreac	tests/test_link.c:75	0x0040ab123456ull	NEW:REAC_ROLAND_OUI	no	packed MAC containing OUI
libreac	tests/test_link.c:93	FPS = 3675	NEW:REAC_PPS_44K1	no	comment derives 44100/12
libreac	tests/test_link.c:94	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	M-200 MAC
libreac	tests/test_link.c:131	7.148	NEW:REAC_DESK_SESSION_HOLD_S	no	desk box-session hold measured; box-boot-with-slave-analysis.md section 3
libreac	tests/test_master_capture.c:64	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	our MAC OUI
libreac	tests/test_master_capture.c:66	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	box MAC (captured)
libreac	tests/test_master_capture.c:72	COMMIT_REPORT[32]	REAC_CTRL_BLOCK_LEN	yes	array size; body is fixture data (desk-arrival-slice.pcap)
libreac	tests/test_master_capture.c:84	JOIN_BURST[3][32]	REAC_CTRL_BLOCK_LEN	yes	array size; body is fixture data
libreac	tests/test_master_capture.c:104	DESK_FIRST16[16]	fixture data	-	captured block[0:16]; size is a test choice
libreac	tests/test_master_capture.c:118	3675	NEW:REAC_PPS_44K1	no	burst table fps
libreac	tests/test_master_capture.c:119	4000	NEW:REAC_PPS_48K	no	burst table fps
libreac	tests/test_master_capture.c:120	8000	NEW:REAC_PPS_96K	no	burst table fps
libreac	tests/test_master_capture.c:126	blk[32]	REAC_CTRL_BLOCK_LEN	yes	
libreac	tests/test_master_capture.c:132	out[12] = 0x88; out[13] = 0x19	REAC_ETHERTYPE	yes	ethertype bytes hand-written
libreac	tests/test_master_capture.c:133	out[16]=0xcd; out[17]=0xea	REAC_TYPED_BLOCK_OFF / REAC_TYPE_CONTROL	yes	type word hand-written
libreac	tests/test_master_capture.c:134	out + 18, 32	REAC_CTRL_BLOCK_OFF / REAC_CTRL_BLOCK_LEN	yes	
libreac	tests/test_master_capture.c:135	len - 2	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end marker position
libreac	tests/test_master_capture.c:136	len - 1	DERIVED:REAC_FRAME_OVERHEAD-REAC_L2_HEADER_LEN	derived	end marker position
libreac	tests/test_master_capture.c:166	scene_blk + 2, 16	DERIVED:REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF	derived	type-word skip into block
libreac	tests/test_master_capture.c:180	scene_blk + 2, 16	DERIVED:REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF	derived	
libreac	tests/test_master_capture.c:200	5	NEW:REAC_SCENE_HEAD_LEAD_SLOTS	no	header goes out 5 slots before the chunk cycle; M-300/M-200 goldens
libreac	tests/test_master_capture.c:207	8.4	NEW:REAC_COMMIT_REPORT_DELAY_MS	no	box commit report +8.4 ms after LAST; desk-arrival-slice.pcap
libreac	tests/test_master_capture.c:209	1.489	NEW:REAC_JOIN_BURST_DELAY_S	no	box 04 03 burst after group map; desk-arrival-slice.pcap
libreac	tests/test_master_capture.c:229	8	NEW:REAC_BOX_PREENROLL_WIDTH	no	box returns 8 ch before ENROLL group map widens it; same capture
libreac	tests/test_master_capture.c:262	8	NEW:REAC_BOX_PREENROLL_WIDTH	no	
libreac	tests/test_master_capture.c:274	in_ch == 32, out_ch == 8	NEW:REAC_S4000S_CHANNELS / NEW:REAC_S4000S_OUT_CHANNELS	no	S-4000S-3208 32 in / 8 out
libreac	tests/test_master_capture.c:275	0x00	REAC_PLACEMENT row in_ch=32 base=0x00	yes	head-amp base
libreac	tests/test_master_capture.c:296	8	NEW:REAC_BOX_PREENROLL_WIDTH	no	
libreac	tests/test_master_capture.c:331	0.210	NEW:REAC_ENROLL_GROUP_MAP_DELAY_S	no	desk group map ~210 ms after commit report; desk-arrival-slice.pcap
libreac	tests/test_master_capture.c:335	32	NEW:REAC_S4000S_CHANNELS	no	allocated width
libreac	tests/test_master_carriers.c:42	0x00, 0x40, 0xab	NEW:REAC_ROLAND_OUI	no	our MAC OUI
libreac	tests/test_master_carriers.c:45	#define ENROLL_CONSOLE 8	NEW:REAC_ENROLL_CONSOLE_OFF	no	ENROLL console/pace byte, block[6] = template[8]; hand-written test macro
libreac	tests/test_master_carriers.c:50	tmpl[34]	REAC_TYPED_BLOCK_LEN	yes	
libreac	tests/test_master_carriers.c:54	tmpl[2 + i]	DERIVED:REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF	derived	type-word skip
libreac	tests/test_master_carriers.c:55	(sum & 0xff) == 0	REAC_CTRL_BLOCK_SUM	yes	block checksum rule restated
libreac	tests/test_master_carriers.c:65	announce_blk[19]	NEW:REAC_ANNOUNCE_PACE_OFF	no	cfea[19] console_field; YAML prose CONSOLE_FIELD_GATES_RATE, no offset fact
libreac	tests/test_master_carriers.c:76	sl < 8	REAC_CHANMAP_RECS_PER_FRAME	yes	
libreac	tests/test_master_carriers.c:77	+ 7 + sl * 3	DERIVED:(REAC_CTRL_BLOCK_OFF-REAC_TYPED_BLOCK_OFF)+REAC_SUB_0103_OFF+1 ; REAC_CHANMAP_REC_BYTES	derived	chanmap records at block[5], 3 bytes each
libreac	tests/test_master_carriers.c:78	0xfe	REAC_CHANMAP_ID_IDENTITY	yes	section marker id
libreac	tests/test_master_carriers.c:84	markers == 8	DERIVED:REAC_CHANMAP_RECS_PER_FRAME	derived	0xfe appears in 8 of 49 windows
libreac	tests/test_master_carriers.c:99	announce_blk[20], [21]	NEW:REAC_ANNOUNCE_BOX_COUNT_OFF	no	u16be box count, block[18:20]; 2026-09-13 corpus pass
libreac	tests/test_master_carriers.c:126	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:133	4000	NEW:REAC_PPS_48K	no	
libreac	tests/test_master_carriers.c:136	announce_blk[18] == 0x08	NEW:REAC_ANNOUNCE_WIDTH_OFF / NEW:REAC_ANNOUNCE_IDLE_WIDTH	no	cfea width byte block[16]; idle 0x08; m200-enrol-441k-2026-09-13
libreac	tests/test_master_carriers.c:147	[18] == 0x08	NEW:REAC_ANNOUNCE_WIDTH_OFF / NEW:REAC_ANNOUNCE_IDLE_WIDTH	no	
libreac	tests/test_master_carriers.c:151	16, 8, 0x20	NEW:REAC_S1608_CHANNELS / NEW:REAC_S1608_OUT_CHANNELS / REAC_PLACEMENT in_ch=16 base=0x20	no	S-1608 set_box
libreac	tests/test_master_carriers.c:153	[18] == 0x10	NEW:REAC_ANNOUNCE_WIDTH_OFF / NEW:REAC_S1608_CHANNELS	no	
